energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,track_album_name,playlist_name,analysis_url,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,acousticness,id,playlist_subgenre,type,duration_min
0.76,99.947,0.655,pop,0.8990220098406464,0.299,0.409,Justin Bieber,4.0,0.045,83,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,Purpose (Deluxe),Throwback Party,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,Sorry,2015-11-13,0.0,6Fr2rQkZ383FcMqFyT7yPr,0.0,0.0,0.0797,09CtPGIpYB4BrO8qb1RGsF,throwback,audio_features,3.35
0.87,100.804,0.543,pop,0.8414157571830645,0.792,0.754,ABBA,4.0,0.0428,82,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,Arrival,Throwback Party,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,1976,0.000939,1V6a99EbTTIegOhWoPxYI9,1.0,9.0,0.358,0GjEhVFGZW8afUYGChu3Rr,throwback,audio_features,3.84
0.823,128.035,0.646,pop,0.8898293073075911,0.322,0.418,"Calvin Harris, Ellie Goulding",4.0,0.0394,82,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,Motion,Throwback Party,https://api.spotify.com/v1/audio-analysis/7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),2014-10-31,0.0,48zisMeiXniWLzOQghbPqS,0.0,2.0,0.213,7MmG8p0F9N3C4AXdK6o6Eb,throwback,audio_features,3.79
0.807,114.742,0.729,pop,0.8418612185392919,0.319,0.765,"Timbaland, Keri Hilson, D.O.E.",4.0,0.0936,82,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,Shock Value,Throwback Party,https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn,The Way I Are,2007-01-01,0.75,4BxB8U8QgpR4UCvJ0moj8Z,1.0,6.0,0.181,2bLqfJjuC5syrsgDsZfGmn,throwback,audio_features,2.99
0.963,129.992,0.581,pop,0.8905582440723269,0.139,0.788,"Pitbull, Kesha",4.0,0.0981,82,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,Global Warming: Meltdown (Deluxe Version),Throwback Party,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,Timber,2012,0.0,2F7tejLHzTqFq2XLol9ZGy,1.0,11.0,0.0295,3cHyrEgdyYRjgJKSOiOtcS,throwback,audio_features,3.4
0.835,125.983,0.527,pop,0.8660376212363579,0.249,0.654,Avicii,4.0,0.0433,82,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,The Days / Nights,Throwback Party,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,The Nights,2014-01-01,0.0,0h2knr6qpiAq0tV5ri5JMF,1.0,6.0,0.0166,0ct6r3EGTcMLPtrXHDvVjc,throwback,audio_features,2.94
0.861,119.963,0.663,pop,0.9045092838196288,0.082,0.654,"USHER, Pitbull",4.0,0.109,81,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,Raymond v Raymond (Expanded Edition),Throwback Party,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),2010-03-30,0.0,6A1F3Fkq5dYeYYNkXflcTX,0.0,7.0,0.0338,4356Typ82hUiFAynbLYbPn,throwback,audio_features,3.68
0.699,92.96,0.759,pop,0.8569866564075568,0.443,0.907,Britney Spears,4.0,0.0307,81,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time (Digital Deluxe Version),Throwback Party,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,1999-01-12,0.000131,3WNxdumkSMGMJRhEgK80qx,0.0,0.0,0.202,3MjUtNVVq3C8Fn0MP3zhXa,throwback,audio_features,3.52
0.806,94.948,0.843,pop,0.852916759471116,0.0771,0.613,Outkast,4.0,0.269,81,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,Stankonia,Throwback Party,https://api.spotify.com/v1/audio-analysis/0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,2000-10-31,0.0,2tm3Ht61kqqRZtIYsBjxEj,0.0,4.0,0.143,0I3q5fE6wg7LIfHGngUTnV,throwback,audio_features,4.51
0.806,119.001,0.851,pop,0.8798064267924759,0.121,0.774,Lady Gaga,4.0,0.0787,81,https://api.spotify.com/v1/tracks/1QV6tiMFM6fSOKOGLMHYYg,The Fame,Throwback Party,https://api.spotify.com/v1/audio-analysis/1QV6tiMFM6fSOKOGLMHYYg,Poker Face,2008-01-01,1.72e-06,1qwlxZTNLe1jq3b0iidlue,1.0,4.0,0.119,1QV6tiMFM6fSOKOGLMHYYg,throwback,audio_features,3.95
0.802,124.022,0.721,pop,0.8559337477473831,0.694,0.724,"Pitbull, Ne-Yo",4.0,0.0583,82,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,Globalization,Throwback Party,https://api.spotify.com/v1/audio-analysis/2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,2014-11-21,0.0,4EUf4YyNjuXypWY6W5wEDm,1.0,1.0,0.0921,2bJvI42r8EF3wxjOuDav4r,throwback,audio_features,3.82
0.856,127.949,0.596,pop,0.9013100613521778,0.141,0.743,Calvin Harris,4.0,0.0346,81,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,Motion,Throwback Party,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,48zisMeiXniWLzOQghbPqS,0.0,4.0,0.0211,6YUTL4dYpB9xZO5qExPf05,throwback,audio_features,3.71
0.824,118.818,0.709,pop,0.794642314779193,0.0888,0.867,Whitney Houston,4.0,0.0453,81,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,Whitney,Throwback Party,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),1987-06-02,0.000307,5Vdzprr5cOqXQo44eHeV7t,1.0,1.0,0.207,2tUBqZG2AbRi7Q0BIrVrEj,throwback,audio_features,4.85
0.869,159.805,0.533,pop,0.8701885111466582,0.136,0.425,"The Chainsmokers, Daya",4.0,0.173,80,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,Throwback Party,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,2016-02-05,0.00538,2SByipSK8eZ2pasaIwwzhf,1.0,11.0,0.156,1i1fxkWeaMmKEB4T7zqbzK,throwback,audio_features,3.47
0.844,113.324,0.788,pop,0.9099155648247516,0.0723,0.382,Britney Spears,4.0,0.0334,80,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,Blackout,Throwback Party,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,Gimme More,2007-10-25,0.000678,1ePkYcH5ZQCb1b4tQeiEDj,1.0,2.0,0.25,6ic8OlLUNEATToEFU3xmaH,throwback,audio_features,4.19
0.803,106.97,0.818,pop,0.8866098365966754,0.153,0.632,Bruno Mars,4.0,0.0797,80,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,24K Magic,Throwback Party,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,24K Magic,2016-11-17,0.0,4PgleR09JVnm3zY1fW3XBA,1.0,1.0,0.034,6b8Be6ljOzmkOmFslEb23P,throwback,audio_features,3.77
0.799,120.372,0.71,pop,0.8741571668657745,0.349,0.725,Cyndi Lauper,4.0,0.0328,80,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,She's So Unusual,Throwback Party,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,1983-10-14,0.000602,1FvdZ1oizXwF9bxogujoF0,1.0,6.0,0.22,4y1LsJpmMti1PfRQV9AWWe,throwback,audio_features,3.97
0.834,139.13,0.509,pop,0.8476724644137122,0.0732,0.774,Bryan Adams,4.0,0.0386,80,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,Reckless (30th Anniversary / Deluxe Edition),Throwback Party,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,Summer Of '69,1984-11-05,0.0,2o2G49EPi4lua5zgxUKhLL,1.0,2.0,0.0183,0GONea6G2XdnHWjNZd6zt3,throwback,audio_features,3.6
0.795,89.99,0.646,pop,0.9066353493834411,0.267,0.796,"Gym Class Heroes, Adam Levine",4.0,0.0976,80,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,The Papercut Chronicles II,Throwback Party,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),2011-11-11,0.0,2mumCpGmuE9iDeOvMx6XrB,1.0,9.0,0.0319,0qOnSQQF0yzuPWsXrQ9paz,throwback,audio_features,3.52
0.58,120.021,0.782,pop,0.8407273169052586,0.108,0.66,Carly Rae Jepsen,4.0,0.0407,80,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,Kiss,Throwback Party,https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,2012-01-01,2.28e-06,6SSSF9Y6MiPdQoxqBptrR2,1.0,7.0,0.0114,20I6sIOMTCkB6w7ryavxtO,throwback,audio_features,3.22
0.882,102.04,0.742,pop,0.9153623423168041,0.206,0.463,"Sean Paul, Dua Lipa",4.0,0.117,80,https://api.spotify.com/v1/tracks/48QmG1dfvMuYLxMPt7KSRA,Mad Love The Prequel,Throwback Party,https://api.spotify.com/v1/audio-analysis/48QmG1dfvMuYLxMPt7KSRA,No Lie,2018-06-29,0.0,5xrOcCoO3jkXRjHQjfESM6,1.0,7.0,0.0466,48QmG1dfvMuYLxMPt7KSRA,throwback,audio_features,3.69
0.787,126.062,0.604,pop,0.898920768623322,0.127,0.301,"David Guetta, Sia",4.0,0.103,80,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4,Nothing but the Beat (Ultimate Edition),Throwback Party,https://api.spotify.com/v1/audio-analysis/0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),2012-12-07,0.15,4bTjdxhRRUiWfwj200f9Kl,0.0,0.0,0.0679,0TDLuuLlV54CkRRUOahJb4,throwback,audio_features,4.08
0.583,117.0,0.967,pop,0.8606920849616297,0.0519,0.964,"Justin Timberlake, Timbaland",4.0,0.0789,80,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,FutureSex/LoveSounds,Throwback Party,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),2006-09-12,0.0,2scB1uhcCI1TSf6b9TCZK3,0.0,7.0,0.0584,0O45fw2L5vsWpdsOdXwNAR,throwback,audio_features,4.05
0.766,127.966,0.744,pop,0.8442302630246827,0.509,0.61,Black Eyed Peas,4.0,0.0265,80,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Throwback Party,https://api.spotify.com/v1/audio-analysis/4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,2009-01-01,0.0,1dgbFU08pXJXZhGPlybdMX,1.0,0.0,0.0873,4kLLWz7srcuLKA7Et40PQR,throwback,audio_features,4.82
0.567,125.02,0.845,pop,0.808937574665398,0.0811,0.793,Justin Bieber,4.0,0.0956,79,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,Purpose (Deluxe),Throwback Party,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,2015-11-13,0.00142,6Fr2rQkZ383FcMqFyT7yPr,0.0,5.0,0.59,4B0JvthVoAAuygILe3n4Bs,throwback,audio_features,3.43
0.669,122.669,0.834,pop,0.8602871200923321,0.0535,0.547,Rihanna,4.0,0.0637,79,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,Good Girl Gone Bad: Reloaded,Throwback Party,https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,2008-06-02,7.18e-05,3JSWZWeTHF4HDGt5Eozdy7,0.0,6.0,0.0341,0ByMNEPAPpOR5H69DVrTNy,throwback,audio_features,4.45
0.864,110.009,0.768,pop,0.8488063660477455,0.162,0.891,Spice Girls,4.0,0.0324,79,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,Spice,Throwback Party,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,1996-01-01,0.0,3x2jF7blR6bFHtk4MccsyJ,1.0,11.0,0.101,1Je1IMUlBXcx1Fz0WE7oPT,throwback,audio_features,2.88
0.761,128.046,0.722,pop,0.8830056492599269,0.315,0.624,"Maroon 5, Christina Aguilera",4.0,0.0475,79,https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI,Hands All Over (Revised International Standard version),Throwback Party,https://api.spotify.com/v1/audio-analysis/7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,0.0,1snrPQMoTrBsKl73wzSxbn,0.0,11.0,0.0119,7pYfyrMNPn3wtoCyqcTVoI,throwback,audio_features,3.36
0.834,95.053,0.751,pop,0.8630813776904854,0.355,0.894,Britney Spears,4.0,0.0437,79,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ,Oops!... I Did It Again,Throwback Party,https://api.spotify.com/v1/audio-analysis/6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,2000-05-16,1.77e-05,5PmgtkodFl2Om3hMXONDll,0.0,1.0,0.3,6naxalmIoLFWR0siv8dnQQ,throwback,audio_features,3.52
0.501,144.438,0.5,pop,0.8055763662502279,0.26,0.623,Soft Cell,4.0,0.0376,79,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,Non-Stop Erotic Cabaret,Throwback Party,https://api.spotify.com/v1/audio-analysis/0cGG2EouYCEEC3xfa0tDFV,Tainted Love,1981,0.0,3KFWViJ1wIHAdOVLFTVzjD,0.0,0.0,0.462,0cGG2EouYCEEC3xfa0tDFV,throwback,audio_features,2.56
0.739,118.99,0.822,pop,0.8813655415392716,0.181,0.745,"Lady Gaga, Colby O'Donis",4.0,0.0311,79,https://api.spotify.com/v1/tracks/1dzQoRqT5ucxXVaAhTcT0J,The Fame,Throwback Party,https://api.spotify.com/v1/audio-analysis/1dzQoRqT5ucxXVaAhTcT0J,Just Dance,2008-01-01,4.28e-05,1qwlxZTNLe1jq3b0iidlue,0.0,1.0,0.0264,1dzQoRqT5ucxXVaAhTcT0J,throwback,audio_features,4.03
0.857,128.024,0.414,pop,0.8907404782635108,0.343,0.348,"Calvin Harris, John Newman",4.0,0.0808,79,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,Motion,Throwback Party,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),2014-10-31,0.00574,48zisMeiXniWLzOQghbPqS,0.0,0.0,0.0287,07nH4ifBxUB4lZcsf44Brn,throwback,audio_features,3.55
0.574,125.18,0.613,pop,0.812116548889384,0.38,0.755,"50 Cent, Olivia",5.0,0.467,78,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,The Massacre,Throwback Party,https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh,Candy Shop,2005-03-03,3.13e-05,2pidzXTaHV4WaIJYRxKDCH,1.0,11.0,0.0253,5D2mYZuzcgjpchVY1pmTPh,throwback,audio_features,3.49
0.491,119.528,0.749,pop,0.7778160244598782,0.159,0.536,ABBA,4.0,0.0403,78,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,Voulez-Vous,Throwback Party,https://api.spotify.com/v1/audio-analysis/3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),1979,0.00899,7iLuHJkrb9KHPkMgddYigh,1.0,10.0,0.02,3vkQ5DAB1qQMYO4Mr9zJN6,throwback,audio_features,4.88
0.84,129.042,0.612,pop,0.9096320894162433,0.116,0.438,"Swedish House Mafia, John Martin",4.0,0.0509,78,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child,Throwback Party,https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,2012-09-14,0.0,3RKhRsifs4RWrqvWV1YpPY,0.0,11.0,0.112,2V65y3PX4DkRhy1djlxd9p,throwback,audio_features,3.55
0.815,123.063,0.636,pop,0.8700872699293337,0.163,0.636,"Robin Schulz, Francesco Yates",4.0,0.0581,78,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,Sugar,Throwback Party,https://api.spotify.com/v1/audio-analysis/5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),2015-09-25,0.0,5XyJzEROSmup2TcWmVjTIt,0.0,5.0,0.0185,5tf1VVWniHgryyumXyJM7w,throwback,audio_features,3.65
0.714,100.972,0.892,pop,0.8507097009334441,0.0521,0.817,Justin Timberlake,4.0,0.141,78,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,Justified,Throwback Party,https://api.spotify.com/v1/audio-analysis/1AWQoqb9bSvzTjaLralEkT,Rock Your Body,2002-11-04,0.000234,6QPkyl04rXwTGlGlcYaRoW,0.0,4.0,0.201,1AWQoqb9bSvzTjaLralEkT,throwback,audio_features,4.45
0.814,124.921,0.707,pop,0.8820134853301477,0.168,0.717,Rihanna,4.0,0.0577,78,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,Good Girl Gone Bad: Reloaded,Throwback Party,https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc,Disturbia,2008-06-02,0.0,3JSWZWeTHF4HDGt5Eozdy7,0.0,11.0,0.0861,2VOomzT6VavJOGBeySqaMc,throwback,audio_features,3.98
0.917,132.975,0.652,pop,0.8372446190292994,0.0509,0.459,Cher,4.0,0.0548,78,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,Believe,Throwback Party,https://api.spotify.com/v1/audio-analysis/2goLsvvODILDzeeiT4dAoR,Believe,1998,0.0,0jZfbz0dNfDjPSg0hYJNth,1.0,6.0,0.0082,2goLsvvODILDzeeiT4dAoR,throwback,audio_features,3.98
0.844,131.459,0.729,pop,0.794642314779193,0.0604,0.777,"Elton John, Kiki Dee",4.0,0.0344,78,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5,Rock Of The Westies,Throwback Party,https://api.spotify.com/v1/audio-analysis/7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,1975-10-24,2.87e-06,4ObsEU7mIXbo2n9A31yfds,1.0,5.0,0.149,7HW5WIw7ZgZORCzUxv5gW5,throwback,audio_features,4.59
0.563,126.007,0.766,pop,0.8211270172312553,0.115,0.964,Kylie Minogue,4.0,0.0339,78,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,Fever,Throwback Party,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,2001-10-01,0.683,4WzTXHp8bVKkKNu3UQ2Fqu,0.0,9.0,0.0263,3E7ZwUMJFqpsDOJzEkBrQ7,throwback,audio_features,3.84
0.6,125.04,0.951,pop,0.8786522769149777,0.0712,0.822,Sean Paul,4.0,0.0685,78,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,The Trinity,Throwback Party,https://api.spotify.com/v1/audio-analysis/0k2GOhqsrxDTAbFFSdNJjT,Temperature,2005-09-26,0.0,32Bu3ETQhR1PFCj3ndDlYf,0.0,0.0,0.106,0k2GOhqsrxDTAbFFSdNJjT,throwback,audio_features,3.64
0.726,121.981,0.503,pop,0.8628383987689069,0.0895,0.529,"Disclosure, Sam Smith",4.0,0.167,78,https://api.spotify.com/v1/tracks/51ODNNDZm21HU7wI7cccRr,Settle (Special Edition),Throwback Party,https://api.spotify.com/v1/audio-analysis/51ODNNDZm21HU7wI7cccRr,Latch,2013-06-03,7.98e-05,7bdjtx1RTkWoSoOaIl7a8E,1.0,1.0,0.0159,51ODNNDZm21HU7wI7cccRr,throwback,audio_features,4.26
0.736,127.999,0.579,pop,0.8950938506084598,0.198,0.613,Avicii,4.0,0.0527,78,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj,Stories,Throwback Party,https://api.spotify.com/v1/audio-analysis/2P4OICZRVAQcYAV2JReRfj,Waiting For Love,2015-10-02,0.0,7dqftJ3kas6D0VAdmt3k3V,0.0,6.0,0.31,2P4OICZRVAQcYAV2JReRfj,throwback,audio_features,3.84
0.777,130.003,0.73,pop,0.8681434385567053,0.0691,0.575,"Jennifer Lopez, Pitbull",4.0,0.0496,78,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN,Love?,Throwback Party,https://api.spotify.com/v1/audio-analysis/3C0nOe05EIt1390bVABLyN,On The Floor,2011-04-29,0.000486,3sysiYphqNRQw7VKLCg1yE,0.0,3.0,0.105,3C0nOe05EIt1390bVABLyN,throwback,audio_features,4.75
0.783,105.39,0.554,pop,0.8548200943568147,0.631,0.813,Dolly Parton,4.0,0.0457,78,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG,9 To 5 And Odd Jobs,Throwback Party,https://api.spotify.com/v1/audio-analysis/4w3tQBXhn5345eUXDGBWZG,9 to 5,1980,1.54e-06,64Ky1tqKPfwxhJs6msphWd,1.0,6.0,0.416,4w3tQBXhn5345eUXDGBWZG,throwback,audio_features,2.71
0.551,92.887,0.911,pop,0.8973819021199912,0.0863,0.969,Mary J. Blige,4.0,0.045,78,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,No More Drama,Throwback Party,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,2001-08-28,4.35e-05,5QJmKwPveBV4IwLlo4OcG4,0.0,8.0,0.133,3aw9iWUQ3VrPQltgwvN9Xu,throwback,audio_features,4.43
0.8,160.078,0.647,pop,0.8642962722983782,0.334,0.942,Taylor Swift,4.0,0.165,78,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,1989 (Deluxe),Throwback Party,https://api.spotify.com/v1/audio-analysis/0cqRj7pUJDkTCEsJkx8snD,Shake It Off,2014-01-01,0.0,1yGbNOtRIgdIiGHOEBaZWf,1.0,7.0,0.0647,0cqRj7pUJDkTCEsJkx8snD,throwback,audio_features,3.65
0.64,99.017,0.779,pop,0.8029238463563287,0.101,0.499,Rihanna,4.0,0.159,78,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,Music Of The Sun,Throwback Party,https://api.spotify.com/v1/audio-analysis/4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,2005-08-29,0.000766,4FyGpObwABjn0o8Tdp7AZz,1.0,7.0,0.000155,4TsmezEQVSZNNPv5RJ65Ov,throwback,audio_features,4.12
0.808,126.041,0.72,pop,0.8593759491364126,0.0634,0.869,Modjo,4.0,0.0379,77,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,Modjo (Remastered),Throwback Party,https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,2001,0.0293,0vwDxngkhZuwNbcxzebCXI,1.0,6.0,0.00793,49X0LAl6faAusYq02PRAY6,throwback,audio_features,5.12
0.625,93.764,0.798,pop,0.7771275841820723,0.103,0.858,Ace of Base,4.0,0.0548,77,https://api.spotify.com/v1/tracks/6kWJvPfC4DgUpRsXKNa9z9,The Sign,Throwback Party,https://api.spotify.com/v1/audio-analysis/6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,1993-12-24,7.98e-05,5UwIyIyFzkM7wKeGtRJPgB,1.0,11.0,0.00547,6kWJvPfC4DgUpRsXKNa9z9,throwback,audio_features,3.52
0.86,127.075,0.608,pop,0.865511166906271,0.262,0.437,"Flo Rida, Sia",4.0,0.0554,77,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones,Throwback Party,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),2012-06-22,0.0,7eLwoxxWs6lfkVYJGkGNbk,0.0,5.0,0.0991,1NpW5kyvO4XrNJ3rnfcNy3,throwback,audio_features,3.88
0.811,116.047,0.794,pop,0.7917670642071801,0.101,0.862,"Daft Punk, Pharrell Williams, Nile Rodgers",4.0,0.038,77,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Throwback Party,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19,1.07e-06,2ePFIvZKMe8zefATp9ofFA,0.0,6.0,0.0426,2Foc5Q5nqNiosCNqttzHof,throwback,audio_features,4.14
0.889,126.04,0.584,pop,0.8530180006884404,0.309,0.464,Avicii,4.0,0.0343,77,https://api.spotify.com/v1/tracks/5UqCQaDshqbIk3pkhy4Pjg,Levels,Throwback Party,https://api.spotify.com/v1/audio-analysis/5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,2011-10-28,0.828,1OEGfToF7QbjUgyxMAnGXg,0.0,1.0,0.0462,5UqCQaDshqbIk3pkhy4Pjg,throwback,audio_features,3.33
0.654,117.046,0.92,pop,0.9115354243019419,0.036,0.847,Michael Jackson,4.0,0.0401,77,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,Thriller 25 Super Deluxe Edition,Throwback Party,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,Billie Jean,2008-02-08,0.0153,1C2h7mLntPSeVYciMRTF4a,0.0,11.0,0.0236,5ChkMS8OtdzJeqyybCc9R5,throwback,audio_features,4.9
0.758,135.956,0.673,pop,0.8997711948488469,0.341,0.542,"Pitbull, Christina Aguilera",4.0,0.158,77,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,Global Warming: Meltdown (Deluxe Version),Throwback Party,https://api.spotify.com/v1/audio-analysis/0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),2012,0.0,2F7tejLHzTqFq2XLol9ZGy,1.0,7.0,0.039,0Hf4aIJpsN4Os2f0y0VqWl,throwback,audio_features,3.83
