energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,track_album_name,playlist_name,analysis_url,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,acousticness,id,playlist_subgenre,type,duration_min
0.586,107.071,0.669,pop,0.8503452325510763,0.104,0.579,Sabrina Carpenter,4.0,0.054,88,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06,0.0,5bBaoign62r1i7OV8w7mi9,1.0,9.0,0.274,5N3hjp1WNayUPZrA8kJmJP,mainstream,audio_features,3.11
0.806,104.032,0.608,pop,0.9035981128637092,0.191,0.587,Tate McRae,4.0,0.0486,79,https://api.spotify.com/v1/tracks/1f18HzFpegqvH4ibGJyeMJ,2 hands,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1f18HzFpegqvH4ibGJyeMJ,2 hands,2024-11-14,0.0,2BdJwrx2wMJi7x06wWkUFg,1.0,1.0,0.121,1f18HzFpegqvH4ibGJyeMJ,mainstream,audio_features,3.03
0.709,81.012,0.722,pop,0.8730840099621359,0.0804,0.604,Shaboozey,4.0,0.0273,86,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12,0.0,6egBeCLeGITzGSo5VyRjwZ,1.0,9.0,0.0633,2FQrifJ1N335Ljm3TjTVVf,mainstream,audio_features,2.85
0.757,139.982,0.742,pop,0.8724563144147246,0.305,0.957,Chappell Roan,4.0,0.0421,88,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,The Rise and Fall of a Midwest Princess,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,2023-09-22,0.0,0EiI8ylL0FmWWpgHVTsZjZ,1.0,6.0,0.0187,4xdBrk0nFZaP54vvZj0yx7,mainstream,audio_features,3.08
0.917,100.987,0.562,pop,0.9172656772025028,0.488,0.501,Lady Gaga,4.0,0.117,86,https://api.spotify.com/v1/tracks/19KlZwqlT3fguP2BeHF1Q1,Disease,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/19KlZwqlT3fguP2BeHF1Q1,Disease,2024-10-25,0.0,52BWvTRMsPqjHzrbQomgwP,0.0,11.0,0.0513,19KlZwqlT3fguP2BeHF1Q1,mainstream,audio_features,3.83
0.787,109.939,0.734,pop,0.8933120051835505,0.312,0.672,LISA,4.0,0.116,82,https://api.spotify.com/v1/tracks/5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),2024-10-08,0.0,1OGxb1Z5KDBVOwDtyKu8wz,0.0,5.0,0.126,5G345YEhvleYxQLfYUlEFv,mainstream,audio_features,2.6
0.843,122.064,0.619,pop,0.8650252090631139,0.164,0.746,Morgan Wallen,4.0,0.0284,86,https://api.spotify.com/v1/tracks/7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/7hR22TOX3RorxJPcsz5Wbo,Love Somebody,2024-10-18,0.000118,0TxewlKVKdpP18dGg279ep,0.0,5.0,0.00948,7hR22TOX3RorxJPcsz5Wbo,mainstream,audio_features,3.41
0.406,115.94,0.53,pop,0.8213092514224392,0.133,0.338,Gracie Abrams,3.0,0.033,90,https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy,The Secret of Us,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",2024-06-21,0.0,56bdWeO40o3WfAD2Lja4dl,1.0,10.0,0.656,51rfRCiUSvxXlCSCfIztBy,mainstream,audio_features,2.62
0.782,119.992,0.727,pop,0.8006155466013325,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4.0,0.042,86,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,Move,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07,0.336,4M8ThNHbNjda2cPwL8XZHS,0.0,8.0,0.0563,1BJJbSX6muJVF2AK7uH1x4,mainstream,audio_features,2.96
0.812,80.09,0.505,pop,0.8926033166622797,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4.0,0.461,88,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0.0,0U28P0QVB1QRxpqp5IHOlH,1.0,1.0,0.285,3tFed7YsjGnIfxeLEQwx3R,mainstream,audio_features,4.27
0.76,103.969,0.701,pop,0.8623929374126795,0.185,0.69,Sabrina Carpenter,4.0,0.0285,90,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75,Espresso,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75,Espresso,2024-04-12,6.54e-05,5quMTd5zeI9yW5UDua8wS4,1.0,0.0,0.107,2qSkIjg1o9h3YT9RAgYN75,mainstream,audio_features,2.92
0.725,116.988,0.894,pop,0.87239556968433,0.0815,0.838,JENNIE,4.0,0.0432,89,https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb,Mantra,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2CspwnypzT7rcWI9RfsoSb,Mantra,2024-10-10,1.15e-05,3e5tDT1kfaAGx10yOjIDgW,0.0,10.0,0.00434,2CspwnypzT7rcWI9RfsoSb,mainstream,audio_features,2.28
0.563,105.008,0.833,pop,0.8600643894142185,0.139,0.343,"Rauw Alejandro, Bad Bunny",4.0,0.204,82,https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,2024-11-15,1.27e-05,0aX0UXrHG2ceYIxTQcqJdA,0.0,4.0,0.528,0l0vcZMU7AOeQmUIREoI2U,mainstream,audio_features,3.05
0.628,119.98,0.757,pop,0.8373458602466237,0.221,0.321,Don Toliver,4.0,0.101,85,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,HARDSTONE PSYCHO,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,2024-06-14,0.0209,0Kzb3u6kMnOJOZXYFSk33F,0.0,4.0,0.189,2c7z5oRcPBbqRaBY2mLWcf,mainstream,audio_features,3.62
0.855,127.986,0.638,pop,0.874906351873975,0.245,0.731,"Post Malone, Morgan Wallen",4.0,0.0264,84,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,I Had Some Help,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),2024-05-10,0.0,1woYXxyyxTQJ0E0AhZE6mj,1.0,7.0,0.00757,7221xIgOnuakPdLqT0F3nP,mainstream,audio_features,2.97
0.62,117.038,0.741,pop,0.8618462348391278,0.0398,0.934,Hozier,4.0,0.0412,77,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,Unheard,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T,Too Sweet,2024-03-22,0.000809,1KZC0cX0qq6hodR9YVgh9F,1.0,10.0,0.0295,4IadxL6BUymXlh8RCJJu7T,mainstream,audio_features,4.19
0.339,97.989,0.705,pop,0.7584384554639886,0.12,0.457,The Marías,4.0,0.0278,84,https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5,Submarine,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,2024-05-31,0.0814,03guxdOi12XJbnvxvxbpwG,1.0,7.0,0.552,3siwsiaEoU4Kuuc9WKMUy5,mainstream,audio_features,3.95
0.651,112.648,0.694,pop,0.8322230546500092,0.0787,0.471,"Oscar Maydon, Fuerza Regida",3.0,0.0784,93,https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6,Tu Boda,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6,Tu Boda,2024-09-26,1.36e-05,60cQzWfmdg4hyDXrpW6kOA,1.0,6.0,0.496,1cOboCuWYI2osTOfolMRS6,mainstream,audio_features,3.76
0.601,123.994,0.635,pop,0.849211330917043,0.11,0.332,Myles Smith,4.0,0.0295,88,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10,0.0,3VNxRarx9HUI5w7DHv0TBj,0.0,1.0,0.246,3Vr3zh0r7ALn8VLqCiRR10,mainstream,audio_features,2.88
0.691,167.029,0.836,pop,0.8878247312045682,0.282,0.703,"GloRilla, Sexyy Red",4.0,0.363,70,https://api.spotify.com/v1/tracks/4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10,0.0,2PzoiaGTcK3NfnMgHFd7QC,1.0,1.0,0.00586,4VI2Y5xg4gYynQqNQNQbTN,mainstream,audio_features,2.49
0.646,115.842,0.645,pop,0.804563954076984,0.074,0.295,Ariana Grande,4.0,0.0427,81,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,eternal sunshine,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),2024-03-08,3.04e-05,71PfP4E9roOXAudea1aPGw,1.0,5.0,0.0615,46kspZSY3aKmwQe7O77fCC,mainstream,audio_features,3.81
0.471,105.029,0.472,pop,0.8580598133111954,0.14,0.219,Benson Boone,3.0,0.0603,85,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0.0,29aSKB1qPEbN0Qf9OPSQpw,1.0,10.0,0.151,6tNQ70jh4OwmPGpYy6R2o9,mainstream,audio_features,3.01
0.709,194.055,0.744,pop,0.8563184643732158,0.0847,0.712,"Myke Towers, benny blanco",4.0,0.284,84,https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73,LA PANTERA NEGRA (DELUXE),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),2024-10-17,0.0,3pkIK8SI5mcUUjb9jNjx4H,0.0,6.0,0.0501,0qeIFEGRQqHoaJtLCl0U73,mainstream,audio_features,2.18
0.904,167.033,0.739,pop,0.9195537287140342,0.0948,0.788,KATSEYE,4.0,0.0442,85,https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav,Touch,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6aJn7Cst74cj4lNIiPRgav,Touch,2024-07-26,1.03e-05,1hjqg3TuQ2YqooaPhxHwdv,0.0,5.0,0.549,6aJn7Cst74cj4lNIiPRgav,mainstream,audio_features,2.16
0.604,159.92,0.561,pop,0.8840383096766357,0.104,0.242,Teddy Swims,3.0,0.0337,89,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,7nacKlk586eLRBSIsrk9DB,1.0,9.0,0.199,17phhZDn6oGtzMe56NuWvj,mainstream,audio_features,3.51
0.668,90.969,0.646,pop,0.8679612043655214,0.212,0.64,Mark Ambor,4.0,0.0282,82,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,0.0,3PlCMwyq6nuQYtoYproV1o,1.0,2.0,0.491,5uQ7de4EWjb3rkcFxyEOpu,mainstream,audio_features,2.47
0.668,128.027,0.924,pop,0.8357260007694334,0.0678,0.787,KAROL G,4.0,0.0469,93,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,5ylbxH7EqpsmHZCRuiYewS,1.0,11.0,0.446,6WatFBLVB0x077xWeoVc2k,mainstream,audio_features,3.26
0.454,159.982,0.689,pop,0.8185554903112157,0.0707,0.912,Djo,4.0,0.0584,89,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,DECIDE,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,End of Beginning,2022-09-16,0.00259,4JDXBZdRPId4devseaAOKH,1.0,2.0,0.0351,3qhlB30KknSejmIvZZLjOD,mainstream,audio_features,2.65
0.386,192.004,0.504,pop,0.7510680948427725,0.0961,0.281,"Taylor Swift, Post Malone",4.0,0.0308,84,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,THE TORTURED POETS DEPARTMENT,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),2024-04-18,1.53e-05,1Mo4aZ8pdj6L1jx8zSwJnt,1.0,11.0,0.502,2OzhQlSqBEmt7hmkYxfT6m,mainstream,audio_features,3.82
0.681,155.079,0.56,pop,0.8456678883106892,0.106,0.388,"Omar Courtz, De La Rose",4.0,0.244,89,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,PRIMERA MUSA,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,2024-09-20,0.0,3C5uwdRE5QRoXSGPPxpDd4,0.0,6.0,0.103,0Sr7ssScx54yxdM2ols7nW,mainstream,audio_features,3.72
0.472,101.061,0.898,pop,0.8315548626156681,0.141,0.214,Kendrick Lamar,4.0,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,5JjnoGJyOxfSZUZtk2rRwZ,1.0,1.0,0.0107,6AI3ezQ4o3HUoP6Dhudph3,mainstream,audio_features,4.57
0.711,146.921,0.487,pop,0.8878652276914979,0.152,0.317,Jin,4.0,0.0322,85,https://api.spotify.com/v1/tracks/4p7DTkyrKqT98xlIwYYfXz,Happy,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4p7DTkyrKqT98xlIwYYfXz,Running Wild,2024-11-15,0.0,0fKlaQuBMQYFo5aIFoGIXt,1.0,8.0,0.000175,4p7DTkyrKqT98xlIwYYfXz,mainstream,audio_features,2.53
0.712,91.98,0.848,pop,0.90094559296981,0.106,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4.0,0.0981,84,https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP,+57,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP,+57,2024-11-08,0.0,5TT8KluomuelzsNF7T1U37,0.0,1.0,0.221,3mg9jYNC1NihbthlglzrWP,mainstream,audio_features,4.97
0.645,114.933,0.882,pop,0.8268572701318162,0.057,0.788,Ndotz,4.0,0.0601,87,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,Embrace It,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,Embrace It,2024-08-23,4.13e-05,0mV9Pfr1GfoZLkp1EAau9P,1.0,1.0,0.475,0io16MKpbeDIdYzmGpQaES,mainstream,audio_features,1.74
0.872,184.115,0.466,pop,0.9056026889667322,0.121,0.806,Linkin Park,4.0,0.0336,89,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,2024-09-05,0.0,6W0Gabv5f3ugnckc6YgfJQ,1.0,7.0,0.0156,2PnlsTsOTLE5jnBnNe2K0A,mainstream,audio_features,3.17
0.756,116.034,0.66,pop,0.8975236398242453,0.193,0.838,Jimin,4.0,0.032,92,https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU,MUSE,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU,Who,2024-07-19,0.0,15XcLhiVMlSOipUddTNDnr,0.0,0.0,0.00289,7tI8dRuH2Yc6RuoTjxo4dU,mainstream,audio_features,2.85
0.89,133.52,0.502,rock,0.868528155182538,0.217,0.259,AC/DC,4.0,0.0364,83,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,The Razors Edge,Rock Classics,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,Thunderstruck,1990-09-24,0.0117,4vu7F6h90Br1ZtYYaqfITy,1.0,4.0,0.000147,57bgtoPSgt236HzfBOd8kj,classic,audio_features,4.88
0.446,123.596,0.743,rock,0.8152347783829754,0.337,0.278,The White Stripes,4.0,0.0683,82,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,Elephant,Rock Classics,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,2003-04-01,0.118,6D9urpsOWWKtYvF6PaorGE,0.0,4.0,0.0039,3dPQuX8Gs42Y7b454ybpMR,classic,audio_features,3.87
0.43,91.844,0.515,rock,0.772146516289712,0.129,0.104,Radiohead,4.0,0.0372,86,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,Pablo Honey,Rock Classics,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,Creep,1993-02-22,0.000133,3gBVdu4a1MMJVMy6vwPEb8,1.0,7.0,0.0097,70LcF31zb1H0PyJoS1Sx1r,classic,audio_features,3.98
0.824,120.125,0.5,rock,0.854941583817604,0.0916,0.539,Nirvana,4.0,0.0388,76,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,Nevermind (Remastered),Rock Classics,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,Come As You Are,1991-09-26,0.00161,2guirTSEqLizK7j9i1MTTZ,0.0,4.0,0.00016,4P5KoWXOxwuobLmHXLMobV,classic,audio_features,3.65
0.767,96.483,0.592,rock,0.9168607123332052,0.127,0.328,Red Hot Chili Peppers,4.0,0.027,81,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,Californication (Deluxe Edition),Rock Classics,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,Californication,1999-06-08,0.00165,2Y9IRtehByVkegoD7TcLfi,0.0,9.0,0.0021,48UPSzbZjgc449aqz8bxox,classic,audio_features,5.5
0.795,158.691,0.464,rock,0.7856723429242515,0.399,0.612,The Rolling Stones,4.0,0.0926,81,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,Aftermath,Rock Classics,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",1966-04-15,0.00244,72qrnM4yUNMDDlWiqKc8iY,1.0,1.0,0.0493,63T7DJ1AFDD6Bn8VzG6JE8,classic,audio_features,3.37
0.492,120.151,0.828,rock,0.7760139307915039,0.128,0.789,Fleetwood Mac,4.0,0.0276,84,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,Rumours (Super Deluxe),Rock Classics,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,1977-02-04,0.00428,0BwWUstDMUbgq2NYONRqlu,1.0,0.0,0.0644,0ofHAoxe9vBkTCp2UQIavz,classic,audio_features,4.3
0.881,158.066,0.413,rock,0.8611172980743922,0.0805,0.364,Foo Fighters,4.0,0.0367,81,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,The Colour And The Shape,Rock Classics,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,Everlong,1997-05-20,0.000308,30ly6F6Xl0TKmyBCU50Khv,0.0,11.0,5.99e-05,5UWwZ5lm5PKu6eKsHAGxOk,classic,audio_features,4.18
0.716,94.379,0.535,rock,0.87156539170227,0.659,0.901,Joan Jett & the Blackhearts,4.0,0.0431,77,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N' Roll (Expanded Edition),Rock Classics,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,1981-11-18,0.0,555qwe1qUgLdee80TZ2CQt,1.0,4.0,0.326,2Cdvbe2G4hZsnhNMKyGrie,classic,audio_features,2.92
